Theo Bộ Luật lao động khái niệm người lao động như thế nào?|Là người làm việc cho NSDLĐ theo thỏa thuận, được trả lương và chịu sự quản lý, điều hành, giám sát của NSDLĐ.Độ tuổi lao động tối thiểu của người lao động là đủ 15 tuổi,.
Theo Quy định của Luật AT-VSLĐ thì Thành phần Đoàn điều tra tai nạn lao động cấp cơ sở gồm:|NSDLĐ hoặc người đại diện được NSDLĐ ủy quyền bằng văn bản làm Trưởng đoàn và các thành viên là đại diện Ban chấp hành công đoàn cơ sở, người làm công tác ATLĐ, người làm công tác y tế và một số thành viên khác.
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì khoáng cách thấp nhất từ dây dẫn (ở trạng thái võng cực đại) đến điểm cao nhất của phương tiện, công trình giao thông đường sắt (4,5 mét) đối với cấp điện áp 35kV là:|3,0 mét
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì nội dung nào không thuộc Nội dung huấn luyện chuyên ngành cho nhóm 3?|Hệ thống chính sách, pháp luật về an toàn, vệ sinh lao động; Nghiệp vụ công tác an toàn, vệ sinh lao động; Nội dung huấn luyện chuyên ngành:
Theo Quy định tại Nghị định 51/2020/NĐ-CP ngày 21/4/2020 của Chính phủ, quy định về chặt tỉa, bồi thường cây ngoài hành lang như thế nào?|Cây có thể vi phạm khoảng cách an toàn thì ĐVQLVH có trách nhiệm kiểm tra, chặt, tỉa cây và thực hiện bồi thường như đối với cây trong hành lang
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì nội dung huấn luyện cho người làm công việc xây lắp điện là:|An toàn khi đào, đổ móng cột; đào mương cáp ngầm; lắp, dựng cột; rải, căng dây dẫn, dây chống sét; lắp đặt thiết bị điện.
Theo Thông tư 33/2015/TT-BCT ngày 27/10/2015 của Bộ Công Thương thì khái niệm Kiểm định an toàn kỹ thuật các thiết bị, dụng cụ là:|Là việc đánh giá theo quy trình về mức độ an toàn của TBĐ và dụng cụ điện trước khi đưa vào sử dụng, trong quá trình sử dụng, vận hành trên cơ sở các tiêu chuẩn, quy chuẩn kỹ thuật tương ứng.
Theo Thông tư 39/2020/TT-BCT, Nhân viên đơn vị công tác là :|Người của đơn vị công tác trực tiếp thực hiện công việc do Người chỉ huy trực tiếp phân công.
Theo Thông tư số 28/2014/TT-BCT ngày 15/9/2014 ban hành Quy trình Xử lý sự cố hệ thống điện Quốc gia thì trong khi xử lý sự cố, các cấp điều độ có quyền gì?|Cấp điều độ có quyền điều khiển được quyền thay đổi chế độ làm việc của các thiết bị thuộc quyền điều khiển trước khi báo cáo cho Cấp điều độ có quyền kiểm tra.
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì HTĐ phân phối là:|Là HTĐ bao gồm lưới điện phân phối và các nhà máy điện đấu nối vào lưới điện phân phối cung cấp điện cho khách hàng sử dụng điện.
Theo Bộ Luật lao động khái niệm tổ chức đại diện người sử dụng lao động là:|Là tổ chức được thành lập hợp pháp, đại diện và bảo vệ quyền, lợi ích hợp pháp của người sử dụng lao động trong quan hệ lao động.
Theo Luật phòng, chống thiên tai, Phương án ứng phó thiên tai bao gồm các nội dung chính nào sau đây?|Nội dung 1 và 3.
Theo Nghị định số 06/2021/NĐ-CP quy định trách nhiệm của Người thực hiện công tác quản lý ATLĐ của nhà thầu trong việc triển khai thực hiện Kế hoạch tổng hợp về an toàn lao động như thế nào?|Phối hợp với các bên liên quan thường xuyên rà soát kế hoạch tổng hợp về an toàn, biện pháp đảm bảo an toàn và đề xuất điều chỉnh kịp thời, phù hợp với thực tế thi công xây dựng.
Theo Quy định của Luật AT-VSLĐ thì thời hạn điều tra vụ tai nạn lao động được tính từ thời điểm nào?|Tính từ thời điểm nhận tin báo, khai báo tai nạn lao động đến khi công bố biên bản điều tra tai nạn lao động.
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì khoáng cách thấp nhất từ dây dẫn (ở trạng thái võng cực đại) đến điểm cao nhất của phương tiện giao thông đường bộ (4,5 mét) đối với cấp điện áp 110kV là:|2,5 mét
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì tổng thời gian huấn luyện lần đầu cho Nhóm 1 là:|Mười sáu giờ
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì nội dung nào không thuộc Nội dung huấn luyện cho người làm công việc thí nghiệm điện?|An toàn khi kiểm tra thiết bị điện; đưa thiết bị điện vào hoặc ngừng vận hành; làm việc với các thiết bị điện, hệ thống điện một chiều;
Theo Thông tư 33/2015/TT-BCT ngày 27/10/2015 của Bộ Công Thương định nghĩa Môi trường có nguy hiểm về khí cháy và bụi nổ là:|Môi trường tồn tại hỗn hợp giữa không khí với các chất dễ cháy dưới dạng khí, hơi hoặc bụi ở điều kiện áp suất khí quyển khi có tia lửa sẽ cháy, nổ và lan truyền sang toàn bộ môi trường khí hỗn hợp.
Theo Thông tư 39/2020/TT-BCT Người thi hành lệnh là :|Người làm việc một mình theo Lệnh công tác.
Theo Thông tư số 28/2014/TT-BCT ngày 15/9/2014 ban hành Quy trình Xử lý sự cố hệ thống điện Quốc gia, thì khi sự cố đường dây điện áp đến 35kV:|Được phép đóng lại đường dây không quá 03 (ba) lần, kể cả lần tự động đóng lại không thành công.
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì Lưới điện là:|Là hệ thống đường dây tải điện, trạm điện và trang thiết bị phụ trợ để truyền dẫn điện.
Theo Bộ Luật lao động thì quyền nào của người lao động về an toàn lao động?|Từ chối làm việc nếu có nguy cơ rõ ràng đe dọa trực tiếp đến tính mạng, sức khỏe trong quá trình thực hiện công việc;
Theo Nghị định số 06/2021/NĐ-CP quy định trách nhiệm của Người thực hiện công tác quản lý an toàn lao động của nhà thầu trong việc hướng dẫn an toàn như thế nào?|Hướng dẫn người lao động nhận diện các yếu tố nguy hiểm có thể xảy ra tai nạn và các biện pháp ngăn ngừa tai nạn trên công trường.
Theo Quy định của Luật AT-VSLĐ thì thời hạn điều tra vụ tai nạn lao động nhẹ được quy định như thế nào?|Không quá 04 ngày.
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì khoáng cách thấp nhất từ dây dẫn (ở trạng thái võng cực đại) đến chiều cao tĩnh không theo cấp kỹ thuật của đường thuỷ nội địa đối với cấp điện áp 110kV là:|2,0 mét
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì tổng thời gian huấn luyện lần đầu cho Nhóm 2 là:|Bốn mươi tám giờ
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì nội dung huấn luyện cho người làm công việc sửa chữa đường dây dẫn điện là:|An toàn khi sửa chữa trên đường dây dẫn điện đã cắt điện hoặc đang mang điện đi độc lập hoặc trong vùng ảnh hưởng của đường dây khác đang vận hành;
Theo Thông tư 39/2020/TT-BCT, làm việc có điện là :|Công việc làm ở phần đang có điện, có sử dụng các trang bị, dụng cụ chuyên dùng.
Theo Thông tư số 28/2014/TT-BCT ngày 15/9/2014, đối với các đường dây có phân đoạn, nếu đã đóng điện lần thứ nhất không thành công, Nhân viên vận hành phải báo cáo với Cấp điều độ có quyền điều khiển để ra lệnh thực hiện những nội dung gì?:|Dựa vào tín hiệu rơ le bảo vệ, thiết bị báo sự cố, dòng ngắn mạch (nếu đo được) để tiến hành phân đoạn, nhanh chóng cấp điện lại cho khách hàng; Thực hiện các biện pháp an toàn để giao cho Đơn vị quản lý vận hành kiểm tra, sửa chữa.
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì Lưới điện trung áp là:|Là lưới điện phân phối có cấp điện áp danh định từ 1000 V đến 35 kV.
Theo Bộ Luật lao động khái niệm cưỡng bức lao động là:|Dùng vũ lực, đe dọa dùng vũ lực hoặc các thủ đoạn khác để ép buộc người lao động phải làm việc trái ý muốn của họ.
Theo Nghị định số 06/2021/NĐ-CP, Người thực hiện công tác quản lý an toàn lao động của nhà thầu phải kiểm tra, giám sát và yêu cầu người lao động thực hiện những nội dung gì?|Thực hiện sử dụng đúng và đủ dụng cụ, PTBVCN trong quá trình làm việc; kiểm tra, giám sát việc tuân thủ các yêu cầu về ATLĐ; quản lý số lượng người lao động làm việc trên công trường.
Theo Quy định của Luật AT-VSLĐ thì thời hạn điều tra vụ tai nạn lao động làm bị thương nặng 01 người được quy định như thế nào?|Không quá 07 ngày.
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì khoáng cách thấp nhất từ dây dẫn (ở trạng thái võng cực đại) đến điểm cao nhất của phương tiện, công trình giao thông đường sắt (4,5 mét) đối với cấp điện áp 110kV là:|3,0 mét
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì tổng thời gian huấn luyện lần đầu cho Nhóm 3 là:|Hai mươi tư giờ
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì nội dung huấn luyện cho người làm công việc sửa chữa thiết bị điện là:|An toàn trong khi làm việc với từng loại thiết bị điện.
Theo Thông tư 39/2020/TT-BCT, làm việc không có điện là :|Công việc làm ở phần đã được cắt điện từ mọi phía.
Theo Thông tư số 28/2014/TT-BCT ngày 15/9/2014 ban hành Quy trình Xử lý sự cố hệ thống điện Quốc gia, khi sự cố đối với đường dây hỗn hợp trên không và cáp có cấp điện áp 110 kV:|Được phép đóng lại 01 (một) lần đường dây (kể cả lần tự động đóng lại) theo đề nghị của Đơn vị quản lý vận hành.
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì Nhân viên vận hành là:|Là những người tham gia trực tiếp điều khiển quá trình sản xuất điện, truyền tải điện và phân phối điện, làm việc theo chế độ ca, kíp.
Theo Bộ Luật lao động Người sử dụng lao động có trách nhiệm gì về AT-VSLĐ?|Người sử dụng lao động có trách nhiệm thực hiện đầy đủ các giải pháp nhằm bảo đảm an toàn, vệ sinh lao động tại nơi làm việc.
Theo Nghị định số 06/2021/NĐ-CP, Người thực hiện công tác quản lý an toàn lao động của nhà thầu phát hiện vi phạm các quy định về quản lý ATLĐ hoặc các nguy cơ xảy ra TNLĐ, sự cố gây mất ATLĐ thì xử lý như thế nào?|Cả 03 ý trên đều đúng.
Theo Quy định của Luật AT-VSLĐ thì thời hạn điều tra vụ tai nạn lao động làm bị thương nặng từ 02 người trở lên được quy định như thế nào?|Không quá 20 ngày
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì chiều rộng HLBVATLĐCA của ĐDK điện áp đến 22kV tính từ dây ngoài cùng về 2 phía là:|1,0 mét đối với dây bọc; 2,0 mét đối với dây trần.
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì tổng thời gian huấn luyện lần đầu cho Nhóm 4 là:|Mười sáu giờ
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì nội dung huấn luyện cho người làm công việc treo, tháo, kiểm tra, kiểm định hệ thống đo, đếm điện năng là:|An toàn khi treo, tháo, kiểm tra, kiểm định hệ thống đo, đếm điện năng tại vị trí lắp đặt khi có điện hoặc không có điện.
Theo Thông tư 39/2020/TT-BCT, làm việc trên cao là:|Làm việc ở độ cao từ 02 (hai) mét trở lên, được tính từ mặt đất (mặt bằng) đến điểm tiếp xúc thấp nhất của người thực hiện công việc.
Theo Thông tư số 28/2014/TT-BCT ngày 15/9/2014 ban hành Quy trình Xử lý sự cố hệ thống điện Quốc gia, khi sự cố đối với đường dây hỗn hợp trên không và cáp có cấp điện áp đến 35 kV:|Được phép đóng lại 01 (một) lần (kể cả lần tự động đóng lại).
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì Nhân viên vận hành gồm:|ĐĐV tại các cấp điều độ; Nhân viên trực thao tác LĐPP; Trưởng ca, Trưởng kíp, Trực chính, Trực phụ tại NMĐ; Trưởng kíp, Trực chính, Trực phụ tại trạm điện; Trung tâm điều khiển.
Theo Bộ Luật lao động, Người lao động có trách nhiệm gì về AT-VSLĐ?|Người lao động có trách nhiệm chấp hành quy định, nội quy, quy trình, yêu cầu về an toàn, vệ sinh lao động; tuân thủ pháp luật và nắm vững kiến thức, kỹ năng về các biện pháp bảo đảm an toàn, vệ sinh lao động tại nơi làm việc.
Theo Nghị định số 06/2021/NĐ-CP, Người thực hiện công tác quản lý an toàn lao động của nhà thầu phát hiện người lao động vi phạm các quy định về an toàn phải:|Đình chỉ tham gia lao động đối với người lao động không tuân thủ BPKTAT hoặc vi phạm các quy định về sử dụng dụng cụ, PTBVCN và báo cáo cho chỉ huy trưởng công trường hoặc giám đốc dự án.
Theo Quy định của Luật AT-VSLĐ thì thời hạn điều tra vụ tai nạn lao động chết người được quy định như thế nào?|Không quá 30 ngày
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì chiều rộng HLBVATLĐCA của ĐDK điện áp đến 35kV tính từ dây ngoài cùng về 2 phía là:|1,5 mét đối với dây bọc; 3,0 mét đối với dây trần..
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì tổng thời gian huấn luyện lần đầu cho Nhóm 5 là:|Năm mưới sáu giờ
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì Nội dung huấn luyện cho điều độ viên hệ thống điện là:|Các quy trình quy định liên quan đến an toàn và điều độ, thao tác, xử lý sự cố, giao nhận đường dây, thiết bị điện thuộc quyền điều khiển giữa điều độ viên với trực ban ĐVQLVH.
Theo Thông tư 39/2020/TT-BCT, nội dung nào không thuộc công trình điện lực ?|Tổ hợp các phương tiện, máy móc, thiết bị, kết cấu xây dựng phục vụ trực tiếp cho hoạt động tư vấn thiết kế điện, xây lắp điện.
Theo Thông tư số 28/2014/TT-BCT ngày 15/9/2014 ban hành Quy trình Xử lý sự cố hệ thống điện Quốc gia, khi sự cố đối với đường cáp có cấp điện áp đến 35 kV có nhiều trạm đấu chuyển tiếp trên không thì:|Được phép đóng lại 01 (một) lần (không cho phép tự động đóng lại).
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì Sơ đồ kết dây cơ bản được thể hiện rõ những nội dung gì?|Thể hiện rõ trạng thái thường đóng, thường mở của các thiết bị đóng/cắt: Chiều dài và loại dây dẫn của các đường dây; Thông số chính của các trạm điện và NMĐ đấu nối vào HTĐ.
Theo Nghị định số 06/2021/NĐ-CP, trách nhiệm của chủ đầu tư trong việc kiểm tra các điều kiện về an toàn khi khởi công công trình xây dựng như thế nào?|Phải đủ điều kiện có biện pháp đảm bảo an toàn và môi trường khi thi công.
Theo Quy định của Luật AT-VSLĐ thì thời hạn điều tra vụ tai nạn lao động cần phải giám định kỹ thuật hoặc giám định pháp y được quy định như thế nào?|Không quá 60 ngày.
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì chiều rộng HLBVATLĐCA của ĐDK điện áp đến 110kV tính từ dây ngoài cùng về 2 phía là:|4,0 mét
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì tổng thời gian huấn luyện lần đầu cho Nhóm 6 là:|Bốn giờ
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì nội dung nào không thuộc Nội dung huấn luyện phần thực hành?|Các nội dung xử lý sự cố lưới điện, PCTT và TKCN.
Theo Thông tư 39/2020/TT-BCT, quy định về điện cao áp và hạ áp như thế nào ?|Điện cao áp là điện áp từ 1.000 (một nghìn) V trở lên ; Điện hạ áp là điện áp dưới 1.000 (một nghìn) V.
Theo Thông tư số 28/2014/TT-BCT ngày 15/9/2014 ban hành Quy trình Xử lý sự cố hệ thống điện Quốc gia, quy định quá tải lâu dài đối với các loại máy biến áp như thế nào?|Được phép cao hơn định mức tới 5% của nấc điện áp tương ứng nếu điện áp ở nấc đó không cao hơn điện áp định mức.
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì Sự cố nghiêm trọng là:|Sự cố gây mất điện trên diện rộng hoặc toàn bộ lưới điện truyền tải hoặc gây cháy, nổ làm tổn hại đến người và tài sản.
Theo Nghị định số 06/2021/NĐ-CP, trách nhiệm của chủ đầu tư trong việc giám sát công trình xây dựng như thế nào?|Bố trí đủ nhân lực phù hợp để thực hiện giám sát thi công xây dựng, quản lý an toàn trong thi công xây dựng.
Theo Quy định của Luật AT-VSLĐ thì Người sử dụng lao động phải thống kê, báo cáo tai nạn lao động, sự cố kỹ thuật gây mất an toàn, vệ sinh lao động như thế nào?|Định kỳ 06 tháng, hằng năm, báo cáo cơ quan quản lý nhà nước về lao động cấp tỉnh.
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì chiều cao HLBVATLĐCA của ĐDK điện áp đến 35kV tính từ đáy móng cột đến điểm cao nhất của công trình công thêm với khoảng cách an toàn theo chiều thẳng đứng là:|2,0 mét
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì “Giấy chứng nhận đã được huấn luyện về AT-VSLĐ” được cấp cho Nhóm nào?|Nhóm 1, 2, 5, 6
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì việc huấn luyện, cấp Thẻ an toàn điện cho Người vận hành, sửa chữa điện ở nông thôn, miền núi, biên giới, hải đảo thuộc tổ chức là:|Sở Công Thương tỉnh, thành phố trực thuộc trung ương.
Theo Thông tư 39/2020/TT-BCT, trình tự thực hiện các biện pháp an toàn trước khi thực hiện công việc là:|Cắt điện và thực hiện các biện pháp ngăn chặn có điện trở lại - Kiểm tra xác định không còn điện - Thực hiện nối đất (tiếp địa) - Đặt rào chắn và treo biển báo an toàn.
Theo Thông tư số 28/2014/TT-BCT ngày 15/9/2014 ban hành Quy trình Xử lý sự cố hệ thống điện Quốc gia quy định về vận hành lâu dài khi quá áp máy biến áp như thế nào?|Với điện áp cao hơn không quá 5% điện áp định mức trong điều kiện không bị quá tải; Cao hơn không quá 10% điện áp định mức khi tải không quá 25% công suất định mức MBA; Vận hành lâu dài theo quy định riêng của nhà chế tạo (nếu có).
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì Trạm điện là:|Trạm biến áp, trạm cắt hoặc trạm bù.
Theo Nghị định số 06/2021/NĐ-CP quy định việc tạm dừng hoặc đình chỉ thi công đối với nhà thầu thi công xây dựng khi xét thấy không đảm bảo các điều kiện an toàn nào?|Biện pháp thi công không đảm bảo an toàn, vi phạm các quy định về quản lý an toàn lao động làm xảy ra hoặc có nguy cơ xảy ra tai nạn lao động, sự cố gây mất an toàn lao động.
Theo Quy định của Luật AT-VSLĐ thì Người sử dụng lao động phải bồi thường cho người lao động bị tai nạn lao động trong trường hợp nào?|Bị TNLĐ không hoàn toàn do lỗi của chính người này gây ra.
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì chiều cao HLBVATLĐCA của ĐDK điện áp 110kV tính từ đáy móng cột đến điểm cao nhất của công trình công thêm với khoảng cách an toàn theo chiều thẳng đứng là:|3,0 mét
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì Thẻ ATLĐ được cấp cho Nhóm nào?|Nhóm 3
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 thì việc huấn luyện, cấp Thẻ an toàn điện cho Người vận hành, thí nghiệm, xây lắp, sửa chữa đường dây điện hoặc thiết bị điện ở doanh nghiệp là:|Người sử dụng lao động của doanh nghiệp hoạt động điện lực.
Theo Thông tư 39/2020/TT-BCT, quy định thực hiện nối đất (tiếp địa) khi làm việc là:|Đơn vị quản lý vận hành thực hiện nối đất tạo vùng làm việc an toàn trước khi bàn giao hiện trường; Đơn vị công tác thực hiện bổ sung nối đất di động tại nơi làm việc nếu cần thiết.
Theo Thông tư số 40/2014/TT-BCT ngày 05/11/2014 thì nguyên tắc phân cấp quyền điều khiển là:|Phân cấp theo cấp điện áp của thiết bị điện, chức năng truyền tải hoặc phân phối của lưới điện, công suất đặt của nhà máy điện và theo ranh giới quản lý thiết bị điện của ĐVQLVH. Một thiết bị điện chỉ cho phép một cấp điều độ có quyền điều khiển.
Theo Nghị định số 06/2021/NĐ-CP, trong quy định trách nhiệm của Người thực hiện công tác quản lý an toàn lao động của chủ đầu tư thì nội dung nào không đúng?|Tổ chức giám sát việc thực hiện các quy định về chất lượng thi công xây dựng của các nhà thầu.
Theo Quy định của Luật AT-VSLĐ thì Người sử dụng lao động phải bồi thường cho người lao động trong các trường hợp đặc biệt nào?|Phải hội đủ cả 03 điều kiện trên.
Theo Quy định tại Nghị định 14/2014/NĐ-CP ngày 26/2/2014 của Chính phủ thì đối với cây trong thành phố, thị xã, thị trấn thì khoảng cách từ điểm bất kỳ của cây đến dây dẫn điện ở trạng thái võng cực đại của ĐDK điện áp đến 35kV không nhỏ hơn:|0,7 mét đối với dây bọc; 1,5 mét đối với dây trần.
Theo Quy định tại Nghị định 44/2016/NĐ-CP ngày 15/5/2016 của Chính phủ thì tổ chức nào có tư cách pháp nhân cấp “Giấy chứng nhận đã được huấn luyện về AT-VSLĐ”?|Tổ chức huấn luyện, doanh nghiệp đủ điều kiện tự huấn luyện
Theo Quy định tại Thông tư 05/2021/TT-BCT ngày 02/8/2021 quy định về các tiêu chuẩn của Người huấn luyện phần lý thuyết là:|Phải có trình độ đại học trở lên phù hợp với chuyên ngành huấn luyện và có ít nhất 05 năm kinh nghiệm công tác trong chuyên ngành đó.
Theo Thông tư 39/2020/TT-BCT, sau khi thực hiện cắt các thiết bị đóng cắt, người thao tác phải:|Khoá bộ truyền động và mạch điều khiển, mạch liên động của thiết bị đóng cắt - Treo biển báo an toàn - Bố trí Người cảnh giới (nếu cần thiết).
